substance_name,experience_type,experience_type_link
Turbina corymbosa,First Times,exp_Turbina_corymbosa_First_Times.shtml
Turbina corymbosa,Combinations,exp_Turbina_corymbosa_Combinations.shtml
Turbina corymbosa,Retrospective / Summary,exp_Turbina_corymbosa_Retrospective_I_Summary.shtml
Turbina corymbosa,Preparation / Recipes,exp_Turbina_corymbosa_Preparation_I_Recipes.shtml
Turbina corymbosa,Difficult Experiences,exp_Turbina_corymbosa_Difficult_Experiences.shtml
Turbina corymbosa,Health Problems,exp_Turbina_corymbosa_Health_Problems.shtml
Turbina corymbosa,Mystical Experiences,exp_Turbina_corymbosa_Mystical_Experiences.shtml
Turbina corymbosa,Health Benefits,exp_Turbina_corymbosa_Health_Benefits.shtml
Turbina corymbosa,Medical Use,exp_Turbina_corymbosa_Medical_Use.shtml
Tyrosine,General,exp_Tyrosine_General.shtml
Tyrosine,First Times,exp_Tyrosine_First_Times.shtml
Tyrosine,Combinations,exp_Tyrosine_Combinations.shtml
Tyrosine,Retrospective / Summary,exp_Tyrosine_Retrospective_I_Summary.shtml
Tyrosine,Health Problems,exp_Tyrosine_Health_Problems.shtml
Tyrosine,Glowing Experiences,exp_Tyrosine_Glowing_Experiences.shtml
U-47700,General,exp_U47700_General.shtml
U-47700,First Times,exp_U47700_First_Times.shtml
U-47700,Retrospective / Summary,exp_U47700_Retrospective_I_Summary.shtml
Unknown,General,exp_Unknown_General.shtml
Unknown,First Times,exp_Unknown_First_Times.shtml
Unknown,Combinations,exp_Unknown_Combinations.shtml
Unknown,Retrospective / Summary,exp_Unknown_Retrospective_I_Summary.shtml
Unknown,Difficult Experiences,exp_Unknown_Difficult_Experiences.shtml
Unknown,Bad Trips,exp_Unknown_Bad_Trips.shtml
Unknown,Health Problems,exp_Unknown_Health_Problems.shtml
Unknown,Train Wrecks & Trip Disasters,exp_Unknown_Train_Wrecks_Trip_Disasters.shtml
Unknown,Glowing Experiences,exp_Unknown_Glowing_Experiences.shtml
Unknown,Health Benefits,exp_Unknown_Health_Benefits.shtml
Unknown,Families,exp_Unknown_Families.shtml
Unknown,Medical Use,exp_Unknown_Medical_Use.shtml
Unknown,What Was in That?,exp_Unknown_What_Was_in_That.shtml
UR-144,First Times,exp_UR144_First_Times.shtml
UR-144,Combinations,exp_UR144_Combinations.shtml
UR-144,Retrospective / Summary,exp_UR144_Retrospective_I_Summary.shtml
UR-144,Difficult Experiences,exp_UR144_Difficult_Experiences.shtml
UR-144,Health Problems,exp_UR144_Health_Problems.shtml
UR-144,What Was in That?,exp_UR144_What_Was_in_That.shtml
Uva Ursi,First Times,exp_Uva_Ursi_First_Times.shtml
Uva Ursi,Combinations,exp_Uva_Ursi_Combinations.shtml
Uva Ursi,Retrospective / Summary,exp_Uva_Ursi_Retrospective_I_Summary.shtml
Uva Ursi,Preparation / Recipes,exp_Uva_Ursi_Preparation_I_Recipes.shtml
Uva Ursi,Glowing Experiences,exp_Uva_Ursi_Glowing_Experiences.shtml
Valerian,General,exp_Valerian_General.shtml
Valerian,First Times,exp_Valerian_First_Times.shtml
Valerian,Combinations,exp_Valerian_Combinations.shtml
Valerian,Retrospective / Summary,exp_Valerian_Retrospective_I_Summary.shtml
Valerian,Preparation / Recipes,exp_Valerian_Preparation_I_Recipes.shtml
Valerian,Difficult Experiences,exp_Valerian_Difficult_Experiences.shtml
Valerian,Bad Trips,exp_Valerian_Bad_Trips.shtml
Valerian,Health Problems,exp_Valerian_Health_Problems.shtml
Valerian,Train Wrecks & Trip Disasters,exp_Valerian_Train_Wrecks_Trip_Disasters.shtml
Valerian,Addiction & Habituation,exp_Valerian_Addiction_Habituation.shtml
Valerian,Glowing Experiences,exp_Valerian_Glowing_Experiences.shtml
Valerian,Mystical Experiences,exp_Valerian_Mystical_Experiences.shtml
Valerian,Health Benefits,exp_Valerian_Health_Benefits.shtml
Valerian,Medical Use,exp_Valerian_Medical_Use.shtml
Vardenafil,First Times,exp_Vardenafil_First_Times.shtml
Varenicline,General,exp_Varenicline_General.shtml
Varenicline,First Times,exp_Varenicline_First_Times.shtml
Varenicline,Difficult Experiences,exp_Varenicline_Difficult_Experiences.shtml
Varenicline,Medical Use,exp_Varenicline_Medical_Use.shtml
Various,General,exp_Various_General.shtml
Various,First Times,exp_Various_First_Times.shtml
Various,Combinations,exp_Various_Combinations.shtml
Various,Retrospective / Summary,exp_Various_Retrospective_I_Summary.shtml
Various,Preparation / Recipes,exp_Various_Preparation_I_Recipes.shtml
Various,Difficult Experiences,exp_Various_Difficult_Experiences.shtml
Various,Health Problems,exp_Various_Health_Problems.shtml
Various,Addiction & Habituation,exp_Various_Addiction_Habituation.shtml
Various,Glowing Experiences,exp_Various_Glowing_Experiences.shtml
Various,Mystical Experiences,exp_Various_Mystical_Experiences.shtml
Various,Families,exp_Various_Families.shtml
Various,Medical Use,exp_Various_Medical_Use.shtml
Various,What Was in That?,exp_Various_What_Was_in_That.shtml
Vasopressin,General,exp_Vasopressin_General.shtml
Vasopressin,Combinations,exp_Vasopressin_Combinations.shtml
Vasopressin,Glowing Experiences,exp_Vasopressin_Glowing_Experiences.shtml
Vervain,General,exp_Vervain_General.shtml
Vervain,Combinations,exp_Vervain_Combinations.shtml
Vervain,Preparation / Recipes,exp_Vervain_Preparation_I_Recipes.shtml
Vinpocetine,General,exp_Vinpocetine_General.shtml
Vinpocetine,First Times,exp_Vinpocetine_First_Times.shtml
Vinpocetine,Combinations,exp_Vinpocetine_Combinations.shtml
Vinpocetine,Retrospective / Summary,exp_Vinpocetine_Retrospective_I_Summary.shtml
Vinpocetine,Health Problems,exp_Vinpocetine_Health_Problems.shtml
Vinpocetine,Train Wrecks & Trip Disasters,exp_Vinpocetine_Train_Wrecks_Trip_Disasters.shtml
Vinpocetine,Mystical Experiences,exp_Vinpocetine_Mystical_Experiences.shtml
Vinpocetine,Health Benefits,exp_Vinpocetine_Health_Benefits.shtml
Virola elongata,General,exp_Virola_elongata_General.shtml
Virola elongata,First Times,exp_Virola_elongata_First_Times.shtml
Virola elongata,Preparation / Recipes,exp_Virola_elongata_Preparation_I_Recipes.shtml
Virola elongata,Difficult Experiences,exp_Virola_elongata_Difficult_Experiences.shtml
Virola spp.,General,exp_Virola_spp_General.shtml
Virola spp.,First Times,exp_Virola_spp_First_Times.shtml
Virola spp.,Combinations,exp_Virola_spp_Combinations.shtml
Virola spp.,Preparation / Recipes,exp_Virola_spp_Preparation_I_Recipes.shtml
Virola spp.,Difficult Experiences,exp_Virola_spp_Difficult_Experiences.shtml
Virola spp.,Mystical Experiences,exp_Virola_spp_Mystical_Experiences.shtml
Vitamin B-6,General,exp_Vitamin_B6_General.shtml
